  0 | 0.000000 | 1500.000000 | 1264.000000 | 236.000000
  1 | 9.517038 | 1509.515442 | 1264.937970 | 244.577471
  2 | 19.034076 | 1519.021308 | 1265.875941 | 253.145367
  3 | 28.551113 | 1528.508033 | 1266.813911 | 261.694122
  4 | 38.068151 | 1537.966071 | 1267.751882 | 270.214189
  5 | 47.585189 | 1547.385904 | 1268.689852 | 278.696052
  6 | 57.102227 | 1556.758053 | 1269.627823 | 287.130230
  7 | 66.619265 | 1566.073086 | 1270.565793 | 295.507293
  8 | 76.136303 | 1575.321630 | 1271.503763 | 303.817867
  9 | 85.653340 | 1584.494379 | 1272.441734 | 312.052645
 10 | 95.170378 | 1593.582102 | 1273.379704 | 320.202398
 11 | 104.687416 | 1602.575654 | 1274.317675 | 328.257979
 12 | 114.204454 | 1611.465984 | 1275.255645 | 336.210339
 13 | 123.721492 | 1620.244147 | 1276.193616 | 344.050531
 14 | 133.238530 | 1628.901309 | 1277.131586 | 351.769723
 15 | 142.755567 | 1637.428759 | 1278.069557 | 359.359202
 16 | 152.272605 | 1645.817914 | 1279.007527 | 366.810388
 17 | 161.789643 | 1654.060335 | 1279.945497 | 374.114837
 18 | 171.306681 | 1662.147725 | 1280.883468 | 381.264257
 19 | 180.823719 | 1670.071947 | 1281.821438 | 388.250509
 20 | 190.340757 | 1677.825027 | 1282.759409 | 395.065618
 21 | 199.857794 | 1685.399163 | 1283.697379 | 401.701783
 22 | 209.374832 | 1692.786732 | 1284.635350 | 408.151383
 23 | 218.891870 | 1699.980302 | 1287.079164 | 412.901138
 24 | 228.408908 | 1706.972633 | 1290.500869 | 416.471764
 25 | 237.925946 | 1713.756688 | 1293.976906 | 419.779782
 26 | 247.442984 | 1720.325642 | 1297.540995 | 422.784646
 27 | 256.960021 | 1726.672883 | 1301.226858 | 425.446025
 28 | 266.477059 | 1732.792025 | 1305.068214 | 427.723811
 29 | 275.994097 | 1738.676910 | 1309.098784 | 429.578126
 30 | 285.511135 | 1744.321616 | 1313.352289 | 430.969326
 31 | 295.028173 | 1749.720462 | 1317.862450 | 431.858013
 32 | 304.545211 | 1754.868017 | 1322.662986 | 432.205030
 33 | 314.062248 | 1759.759099 | 1327.787619 | 431.971480
 34 | 323.579286 | 1764.388788 | 1332.939875 | 431.448913
